Id,road,cultivation,agriculture,haze,clear,habitation,bare_ground,blooming,partly_cloudy,selective_logging,blow_down,primary,slash_burn,artisinal_mine,water,conventional_mine,cloudy
train_23804,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_23805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23807,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23809,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23810,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23811,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23812,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23813,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23814,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23815,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23816,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23817,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23818,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23819,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23820,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23821,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23822,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23823,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23824,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_23825,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23827,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23828,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23829,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23830,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23831,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23832,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
train_23833,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23834,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23835,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23836,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_23837,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23838,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23839,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23840,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23841,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23842,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23844,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23845,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23846,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_23847,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
train_23848,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23849,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23850,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_23851,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23852,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23853,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23854,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_23855,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
train_23856,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23857,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23858,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
train_23859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23860,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23861,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_23862,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23863,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23864,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23866,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23867,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_23868,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23869,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23870,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_23871,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23872,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_23873,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23874,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
train_23875,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23876,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_23877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23878,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23879,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23880,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_23881,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23882,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23883,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23885,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23886,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23888,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23889,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23890,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23891,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23892,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23893,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23894,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
train_23895,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23896,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23897,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23898,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23899,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_23900,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
train_23901,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23902,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23903,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23904,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_23905,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23906,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23907,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23908,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_23909,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23910,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23911,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23912,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23913,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23914,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_23915,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23916,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23918,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23920,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_23921,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23922,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23923,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23924,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_23925,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23926,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23927,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_23928,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23929,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
train_23930,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23931,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23932,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23933,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23934,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
train_23935,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23936,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23937,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23938,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23939,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23940,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23941,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23942,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23943,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_23944,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23945,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23946,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23947,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
train_23948,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23949,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23950,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
train_23951,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23952,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
train_23953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23954,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23955,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23956,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23957,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
train_23958,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23959,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23960,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23961,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23962,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23963,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23964,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_23965,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23966,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0
train_23967,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23968,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23969,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23970,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23971,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23972,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23973,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23974,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23975,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23976,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_23977,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_23982,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23983,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23984,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_23985,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_23986,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_23987,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23988,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23989,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23990,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_23991,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23992,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23993,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_23994,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_23995,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_23996,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23997,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_23998,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_23999,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_24002,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_24003,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24004,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24005,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_24006,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24007,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24008,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24009,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24010,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_24011,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24012,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
train_24013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_24014,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_24015,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24016,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24017,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24018,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_24019,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24020,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_24021,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24022,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_24023,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24024,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
train_24025,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24026,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_24027,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24028,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24029,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24030,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_24031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_24032,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_24033,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_24034,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24035,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24036,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
train_24037,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24038,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_24039,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24040,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_24041,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24042,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24043,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_24044,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24045,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24046,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_24047,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_24048,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24049,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_24050,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24051,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24052,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24053,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_24054,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24055,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24056,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24057,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24058,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24059,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24060,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24061,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24062,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24063,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_24064,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24065,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_24066,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_24067,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24068,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24069,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_24071,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_24072,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_24073,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24074,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24075,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_24076,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24077,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24078,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24079,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_24081,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_24082,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_24083,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_24084,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24085,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24086,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24087,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
train_24088,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24089,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24090,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24091,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_24092,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24093,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_24095,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24096,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24097,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_24098,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24099,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24100,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24101,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24102,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24103,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_24104,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24105,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_24106,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24107,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_24109,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_24110,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_24111,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
train_24113,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_24115,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
train_24116,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24117,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24118,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24119,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24120,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24121,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24122,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24123,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24124,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24125,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24126,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24127,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24128,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
train_24129,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24130,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24131,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
train_24132,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
train_24133,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
train_24134,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24135,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24136,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_24137,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24138,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
train_24140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
train_24141,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_24142,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24143,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24144,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24145,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
train_24146,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24147,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24148,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
train_24149,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24150,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24151,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24152,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24153,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24154,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24155,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_24156,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24157,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24158,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_24159,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
